Customer_Id,Customer_City,Customer_Country,Customer_Fname,Customer_Lname,Customer_Segment,Customer_State,Customer_Street,Customer_Zipcode,Latitude,Longitude
14213,Baytown,EE. UU.,Alexa,Hubbard,Corporate,TX,1268 Colonial Stead,77520,29.73701477,-94.96875763
14066,Bend,EE. UU.,Jenna,Greene,Corporate,OR,1711 Harvest Path,97701,44.07599258,-120.9686584
14671,Albuquerque,EE. UU.,Hannah,Olson,Corporate,NM,6819 Sleepy Nectar Way,87120,35.11821365,-106.7038727
14369,Brighton,EE. UU.,Beatrice,Conway,Corporate,MA,3993 Pleasant Beach,2135,40.48749924,-80.04045105
14189,Pekin,EE. UU.,Madonna,Cohen,Corporate,IL,5995 Shady Anchor Canyon,61554,40.56959915,-89.64508057
4964,Brooklyn,EE. UU.,Charles,Martinez,Consumer,NY,8927 Merry Elk Centre,11216,40.67741013,-73.94996643
12667,Wyoming,EE. UU.,Laurel,Whitehead,Consumer,MI,2737 Jagged Byway ,49509,42.91418076,-85.72173309
12665,Jacksonville,EE. UU.,Jolene,Taylor,Consumer,FL,4312 Bright Corner ,32225,30.35342217,-81.51309204
12590,Brandon,EE. UU.,Minerva,Delaney,Consumer,FL,6697 Thunder Dale Downs,33511,27.91247559,-82.3192749
12458,North Bergen,EE. UU.,Deanna,Abbott,Consumer,NJ,7740 Broad Fox Villas,7047,40.79859161,-74.00170898
12920,Hyattsville,EE. UU.,Miriam,Patrick,Consumer,MD,19 Gentle Shadow Mall,20783,38.98939514,-76.97332001
12919,Granada Hills,EE. UU.,Danielle,May,Consumer,CA,7176 Bright Timber Passage,91344,33.72776032,-117.809288
9691,Bakersfield,EE. UU.,Mary,Smith,Consumer,CA,3123 Clear Zephyr End,93306,35.4038887,-118.9455185
3359,Los Angeles,EE. UU.,Michelle,Torres,Consumer,CA,7706 Foggy Branch Plaza,90002,33.94827271,-118.2431641
2808,Memphis,EE. UU.,Mary,Smith,Consumer,TN,1220 Broad Trail,38111,35.11978149,-89.94573975
8238,Mesquite,EE. UU.,Jesse,Smith,Consumer,TX,7500 Quaking Deer Impasse,75149,32.78041458,-96.60680389
8936,Bell Gardens,EE. UU.,Sharon,Patel,Consumer,CA,3212 Umber Thicket,90201,33.97612381,-118.203392
42,Duluth,EE. UU.,Ethan,Smith,Consumer,GA,7533 Thunder Wagon  Beach,30096,33.83944702,-118.1929245
356,Catonsville,EE. UU.,Roger,Smith,Consumer,MD,8613 Merry Blossom Canyon,21228,39.28148651,-76.73960877
1487,Virginia Beach,EE. UU.,Shawn,Smith,Consumer,VA,620 Green Cider Forest,23464,36.82529068,-76.20983124
12294,Mission Viejo,EE. UU.,Theresa,Reid,Consumer,CA,3236 Grand Carrefour,92692,33.64875412,-117.6374283
11232,Tallahassee,EE. UU.,Denise,Smith,Consumer,FL,659 Iron Manor,32308,30.49506187,-84.24580383
10587,Milford,EE. UU.,Mary,Smith,Consumer,CT,9842 Foggy Range,6460,42.74489975,-83.61791229
12412,Wheaton,EE. UU.,Cynthia,Gilmore,Consumer,IL,2934 Dusty Autoroute,60187,41.88359833,-88.10980988
4652,Aurora,EE. UU.,Mary,Smith,Consumer,CO,2816 Bright Acres,80015,39.74221039,-104.8376007
4185,Saint Paul,EE. UU.,Mary,Hendricks,Consumer,MN,1820 Noble Elk Harbour,55112,45.06081772,-93.1992569
11639,Charlotte,EE. UU.,Teresa,Salazar,Consumer,NC,1669 Bright Isle,28205,35.21258926,-80.79562378
4050,Brooklyn,EE. UU.,Stephanie,Smith,Consumer,NY,2455 Fallen Common,11237,40.70238113,-73.91977692
9338,Canoga Park,EE. UU.,James,Davis,Consumer,CA,4715 Harvest Creek Mews,91304,34.15390396,-118.5961914
11167,New York,EE. UU.,Mary,Hinton,Consumer,NY,7516 Quiet Village,10003,40.73124313,-73.98880768
2085,Los Angeles,EE. UU.,Mary,Mahoney,Consumer,CA,2036 Quiet Dale,90033,34.04983521,-118.2127457
2536,Los Angeles,EE. UU.,Richard,Pineda,Consumer,CA,2136 Silver Canyon,90044,33.97929382,-118.289093
7564,Powder Springs,EE. UU.,Christopher,Smith,Consumer,GA,7086 Misty Rise Expressway,30127,33.86013031,-84.68437958
8510,New York,EE. UU.,Roger,Smith,Consumer,NY,1744 Shady Dale,10033,40.62964249,-73.94456482
6514,Tampa,EE. UU.,Crystal,Contreras,Consumer,FL,4436 Tawny Private,33624,28.10211754,-82.51211548
9182,Troy,EE. UU.,Mary,English,Consumer,MI,6940 Pleasant Zephyr Via,48098,42.5804596,-83.15601349
11136,Hollywood,EE. UU.,Gloria,Smith,Consumer,FL,8284 Pleasant Pine Villas,33021,26.00035858,-80.25123596
9784,Lawrenceville,EE. UU.,Mary,Smith,Consumer,GA,8205 Wishing Pony Cape,30043,33.9720993,-84.02496338
3912,South Ozone Park,EE. UU.,Mary,Pace,Consumer,NY,5616 Little Lagoon Street,11420,40.67544937,-73.81114197
11215,Gwynn Oak,EE. UU.,Tiffany,Smith,Consumer,MD,7236 Hidden Hollow,21207,39.34652329,-76.73791504
6151,Cary,EE. UU.,Mary,Jones,Consumer,NC,586 Silver Zephyr Pike,27511,35.78422928,-78.79259491
488,San Francisco,EE. UU.,Mary,Dougherty,Consumer,CA,5803 Silver Plaza,94110,37.72990799,-122.4132996
4321,Honolulu,EE. UU.,Juan,Tanner,Consumer,HI,1066 Hidden Green,96818,21.343153,-157.906601
8754,South Richmond Hill,EE. UU.,Paul,Sanchez,Consumer,NY,7595 Cotton Log Row,11419,40.68805313,-73.82411957
4484,Powder Springs,EE. UU.,Gloria,Smith,Consumer,GA,19 Clear Autumn Estates,30127,33.86013031,-84.68437958
2659,Glen Burnie,EE. UU.,Terry,Smith,Consumer,MD,8818 Middle Pine Impasse,21061,39.13153839,-76.6427536
7261,Broomfield,EE. UU.,Mary,Smith,Consumer,CO,9761 Little Goose Field,80020,39.90267563,-105.087059
5926,Granada Hills,EE. UU.,Mary,Smith,Consumer,CA,599 Sleepy Townline,91344,33.93564987,-117.9623337
108,Bronx,EE. UU.,Joshua,Smith,Consumer,NY,4587 Noble Zephyr Promenade,10462,40.82836533,-73.86943054
697,Washington,EE. UU.,Harold,Pratt,Consumer,DC,4352 Hazy Hickory Road,20019,38.91199112,77.09209442
11948,Santa Ana,EE. UU.,Jennifer,Reyes,Consumer,CA,2239 Lazy Thicket,92705,33.93561935,-118.2328796
5231,Oregon City,EE. UU.,Mary,Reynolds,Consumer,OR,4823 Broad Route,97045,45.35498428,-122.6026993
9084,Jonesboro,EE. UU.,Jack,Smith,Consumer,AR,5961 Grand Forest Alley,72401,35.78020477,-90.58470154
508,Rancho Cordova,EE. UU.,Ronald,Medina,Consumer,CA,4114 Round Way,95670,38.62895966,-121.2530594
4769,Bakersfield,EE. UU.,Mary,Smith,Consumer,CA,68 Foggy Timber Walk,93308,35.43272018,-119.0332794
627,Honolulu,EE. UU.,Robert,Smith,Consumer,HI,4728 Amber Lake Terrace,96822,21.30899429,-157.8491516
12171,Chicago,EE. UU.,Joyce,Malone,Consumer,IL,8247 Green Forest Mews,60629,41.98579025,-87.83259583
808,San Benito,EE. UU.,Mary,Smith,Consumer,TX,4896 Silver By-pass,78586,32.80872345,-96.72189331
118,Ogden,EE. UU.,Katherine,Olson,Consumer,UT,9530 Little Fox Towers,84404,41.28277206,-112.1233444
3187,Jersey City,EE. UU.,Mary,Clark,Consumer,NJ,3886 Blue Zephyr Villas,7305,40.70602036,-74.08685303
3646,New York,EE. UU.,Mary,Smith,Consumer,NY,9255 Cotton Rabbit Promenade,10023,40.77587891,-73.98165894
959,Tempe,EE. UU.,Mary,Smith,Consumer,AZ,2749 Green Cider Green,85283,33.42036057,-111.8974457
1185,Saint Paul,EE. UU.,Rachel,Smith,Consumer,MN,2351 Hidden Pike,55112,45.08919144,-93.21083832
9485,El Cajon,EE. UU.,Philip,Grimes,Consumer,CA,3580 Sleepy Quail Crest,92020,32.79130173,-116.9535141
10752,Richardson,EE. UU.,Mary,Smith,Consumer,TX,4174 Pleasant Mountain Acres,75080,32.204319,-96.03982544
3077,Santa Ana,EE. UU.,Albert,Rush,Consumer,CA,3869 Colonial Robin Cape,92707,33.66559982,-117.8830566
12272,Tempe,EE. UU.,Robert,Smith,Consumer,AZ,4556 Burning Cloud Abbey,85283,33.35738754,-111.9551849
11750,Chicago,EE. UU.,Cynthia,Kidd,Consumer,IL,6361 Broad Acres,60643,41.53092575,-88.3844986
6716,Cordova,EE. UU.,Elizabeth,Dixon,Consumer,TN,9276 Jagged Towers,38018,35.16003037,-89.75041199
1228,Sunnyvale,EE. UU.,Diana,Smith,Consumer,CA,3253 Stony Trace,94086,39.48962784,-119.8388672
1750,La Mesa,EE. UU.,Christopher,Sanford,Consumer,CA,4542 Merry Bay,91941,32.76065064,-117.0166702
7634,Wichita,EE. UU.,Pamela,Ray,Consumer,KS,5104 Bright Lake Hollow,67212,37.7783699,-97.33979797
6940,Encinitas,EE. UU.,Mary,Smith,Consumer,CA,5872 Pleasant Alley,92024,33.04647064,-117.2896729
7445,Santa Cruz,EE. UU.,Mary,Smith,Consumer,CA,7342 Hidden Walk,95060,36.97051239,-122.0238266
4798,Plano,EE. UU.,Mary,Smith,Consumer,TX,2002 Crystal Deer Concession,75093,33.00720596,-96.73181915
12390,Las Vegas,EE. UU.,Joshua,Smith,Consumer,NV,472 Noble Mall ,89121,36.13634872,-115.0990067
4369,Cupertino,EE. UU.,Joan,Johnson,Consumer,CA,3538 Rustic Dale Run,95014,37.32138825,-122.0307388
7763,Austin,EE. UU.,Philip,Smith,Consumer,TX,5270 Quaking Autoroute,78745,30.20363426,-97.7858963
11497,Chicago,EE. UU.,Mary,Smith,Consumer,IL,3865 Burning Shadow Acres,60613,41.8953743,-87.7230072
9855,San Diego,EE. UU.,Anthony,Wade,Consumer,CA,6417 Silver Corners,92115,32.75856018,-117.0881882
10231,Burnsville,EE. UU.,Michael,Reeves,Consumer,MN,6395 Jagged Quail Grounds,55337,44.74582672,-93.2881546
10332,Glenview,EE. UU.,Mary,Smith,Consumer,IL,786 Emerald Rise Place,60025,42.06897736,-87.77781677
19864,Houston,EE. UU.,Madonna,Terry,Consumer,TX,2082 Quiet Wynd,77055,29.80212975,-95.48387909
18903,Bronx,EE. UU.,Lisandra,Figueroa,Consumer,NY,8212 Sleepy Parkway,10463,40.87593079,-73.91262817
18148,Jacksonville,EE. UU.,Camille,Mendoza,Consumer,NC,2544 Honey Rise Loop,28540,34.74834824,-77.42848206
18214,Broken Arrow,EE. UU.,Daryl,Holland,Consumer,OK,3293 Indian Cloud Circle,74012,36.03966141,-95.80953217
18051,Flushing,EE. UU.,Diana,Reed,Consumer,NY,7086 Misty Rise Expressway,11354,40.76358032,-73.83003998
16539,Dorchester Center,EE. UU.,Irma,Schultz,Consumer,MA,37 Merry Pathway,2124,42.27264023,-71.06801605
19082,Columbus,EE. UU.,Rhonda,Larson,Consumer,GA,2657 Little Arbor,31907,32.52082825,-84.88657379
16617,Ventura,EE. UU.,Chiquita,Santiago,Consumer,CA,7798 Cinder Dale,93003,34.2395134,-119.1972198
16616,Brooklyn,EE. UU.,Emma,Hinton,Consumer,NY,5795 Lazy View Concession,11220,40.6416893,-74.01692963
16579,Reno,EE. UU.,Ila,Blake,Consumer,NV,9144 Pleasant Pointe,89502,39.56401444,-119.0788727
19198,Weslaco,EE. UU.,Bell,Monroe,Consumer,TX,9853 Thunder Downs,78596,26.16252518,-97.98887634
15755,New York,EE. UU.,Fatima,Benson,Consumer,NY,2275 Rustic Impasse,10016,40.74559021,-73.97927856
15742,New York,EE. UU.,Alma,Medina,Consumer,NY,8289 Foggy Meadow,10023,40.77587891,-73.98165894
18813,El Paso,EE. UU.,Marny,Erickson,Consumer,TX,4482 Jagged Inlet,79927,31.65174103,-106.2676239
15756,Pompano Beach,EE. UU.,Charissa,Guerra,Consumer,FL,1744 Shady Dale,33068,26.21472931,-80.23004913
15684,Edison,EE. UU.,Faith,Bradshaw,Consumer,NJ,2337 Indian Inlet,8817,40.5020752,-74.40885162
18499,Waipahu,EE. UU.,Sharon,Carroll,Consumer,HI,5543 Clear Cloud Falls,96797,21.39037895,-158.0046234
20752,Brooklyn,EE. UU.,Lee,Glover,Consumer,NY,6818 Middle Zephyr Forest,11238,40.67771912,-73.96311951
11606,Apex,EE. UU.,Mary,Cisneros,Consumer,NC,9036 Lazy Fawn Alley,27502,35.73103714,-78.85575104
8086,Philadelphia,EE. UU.,Paul,Moon,Consumer,PA,2589 Silver Ridge,19140,40.00958252,-75.15264893
9287,Tucson,EE. UU.,Deborah,Smith,Consumer,AZ,9918 Cinder Fawn Estates,85719,32.27982712,-110.9582291
6488,Bristol,EE. UU.,Mary,Smith,Consumer,CT,2042 Heather Trace,6010,41.67665863,-72.94724274
7192,Cumberland,EE. UU.,Mary,Bowers,Consumer,MD,2205 Red Arbor,21502,39.65353012,-78.76384735
1914,Moline,EE. UU.,Mary,Shannon,Consumer,IL,2731 Gentle Dale Pointe,61265,41.49992752,-90.51541138
17718,Irving,EE. UU.,Ulla,Estrada,Consumer,TX,5809 Foggy Treasure Grounds,75060,32.8861351,-96.98526764
17267,West New York,EE. UU.,Tallulah,Wilder,Consumer,NJ,2861 Velvet Pointe,7093,40.78874207,-74.00895691
9156,Chicago,EE. UU.,Mary,Wells,Consumer,IL,2557 Gentle Hills Wynd,60620,41.89540863,-87.69152069
11713,Jackson,EE. UU.,Mary,Frost,Consumer,MI,8398 Cinder Brook Cape,49201,42.10625076,-84.4058075
2762,Cleveland,EE. UU.,Mary,Zamora,Consumer,OH,3482 Fallen Deer Isle,44105,41.45246887,-81.64302826
10530,Lake Forest,EE. UU.,Mary,Smith,Consumer,CA,1040 Quaking Mountain Heath,92630,34.11773682,-117.7338486
10553,Salem,EE. UU.,Michael,Shea,Consumer,OR,8905 Thunder Berry Wood,97303,45.06418228,-123.0758667
18329,Bronx,EE. UU.,Amelia,Witt,Consumer,NY,8284 Fallen Heath,10472,40.82991028,-73.87536621
15941,Chicago,EE. UU.,Brynne,Tran,Consumer,IL,8399 Lazy Anchor Boulevard,60647,41.91740036,-87.68401337
3970,Washington,EE. UU.,Mary,Rodgers,Consumer,DC,3847 Blue Place,20011,38.88613129,-77.10688782
3031,Brooklyn,EE. UU.,Carol,Smith,Consumer,NY,4166 Stony Berry Alley,11214,40.64524078,-73.94316101
5176,Hayward,EE. UU.,Jessica,Smith,Consumer,CA,181 Velvet Highway,94544,37.63788986,-122.0765686
20454,Dearborn,EE. UU.,Tana,Oneal,Consumer,MI,1320 Quiet Downs,48126,42.32353973,-83.17635346
10494,East Brunswick,EE. UU.,Mary,Hernandez,Consumer,NJ,4015 Honey Fawn Chase,8816,40.41255188,-74.41832733
841,Bronx,EE. UU.,David,Smith,Consumer,NY,3760 Rocky Village,10463,40.84075546,-73.88039398
10135,Dallas,EE. UU.,Edward,Smith,Consumer,TX,3155 Burning Grove,75220,32.86539459,-96.86858368
20540,Pittsfield,EE. UU.,Winifred,Cleveland,Consumer,MA,9413 Misty Harbour,1201,42.45938873,-73.22673035
17492,Long Beach,EE. UU.,Hayfa,Salazar,Consumer,CA,8400 Sunny Quail Lookout,90806,33.79627991,-118.1914597
20683,Saint Louis,EE. UU.,Rhoda,Schultz,Consumer,MO,7479 Hidden Village,63116,38.56019592,-90.28090668
18356,Elmhurst,EE. UU.,Giselle,Boyd,Consumer,IL,1269 Tawny Key,60126,41.90410233,-87.93784332
17256,Phoenix,EE. UU.,Charissa,Taylor,Consumer,AZ,3892 Fallen Timber Square,85033,33.4926796,-112.2088623
6202,Buffalo,EE. UU.,Mary,Williams,Consumer,NY,5338 Little Wood,14221,42.9666214,-78.74194336
3205,Fort Worth,EE. UU.,Julie,Santiago,Consumer,TX,3698 Sleepy Park,76106,32.8013916,-97.3302536
2264,Laguna Niguel,EE. UU.,Melissa,Pearson,Consumer,CA,340 Little Lagoon Avenue,92677,33.52103043,-117.7064667
15338,Loveland,EE. UU.,Isadora,Pennington,Consumer,OH,8427 Broad Robin End,45140,39.29779434,-84.28598023
15337,Tonawanda,EE. UU.,Amena,Bender,Consumer,NY,6829 Umber Isle,14150,43.01396942,-78.87906647
15552,Dayton,EE. UU.,Julie,Benton,Consumer,OH,5841 Noble Loop,45424,39.88864136,-84.07601166
15351,Mission Viejo,EE. UU.,Martina,Koch,Consumer,CA,7802 Gentle Creek Square,92691,33.62104797,-117.6759186
15405,Cicero,EE. UU.,Germane,Coffey,Consumer,IL,8641 Sleepy Mews,60804,41.86019898,-87.76747131
3818,Tempe,EE. UU.,Victoria,Stout,Consumer,AZ,8598 Red Dale Forest,85283,33.35738754,-111.9551849
6810,Philadelphia,EE. UU.,Roger,Smith,Consumer,PA,7589 Silent Grove Woods,19104,39.95473099,-75.20536804
1848,Dallas,EE. UU.,Mary,Brown,Consumer,TX,887 Tawny Campus,75243,32.9131012,-96.73959351
11450,Laredo,EE. UU.,Donald,Nelson,Consumer,TX,4922 Burning Gate Dell,78040,27.50863648,-99.50951386
7220,Lansdale,EE. UU.,Mary,Lyons,Consumer,PA,9674 Shady Gardens,19446,40.24931717,-75.25538635
11368,Huntington Station,EE. UU.,Daniel,Johnson,Consumer,NY,5282 Burning Port,11746,40.85473633,-73.39848328
11628,Las Vegas,EE. UU.,Jennifer,Edwards,Consumer,NV,2897 Rustic Mountain Crest,89119,36.13629532,-115.162056
5968,Campbell,EE. UU.,Deborah,Smith,Consumer,CA,8877 Little Anchor Maze,95008,38.42904663,-121.3647079
7472,Plymouth,EE. UU.,William,Howard,Consumer,MA,425 Noble Lane,2360,41.95851135,-70.66861725
11988,Round Rock,EE. UU.,Judy,Smith,Consumer,TX,5002 Easy Island Carrefour,78664,31.9233799,-106.4266281
8049,Long Beach,EE. UU.,Mary,Mcgee,Consumer,CA,4522 Silver Road,90805,33.83962631,-118.190979
11620,Los Angeles,EE. UU.,Ashley,Hill,Consumer,CA,3902 Rustic Valley,90022,34.02387619,-118.1890717
17564,Morrisville,EE. UU.,Sade,Monroe,Consumer,PA,3815 Gentle Vale,19067,40.20738983,-74.79347992
16170,Modesto,EE. UU.,Katell,Shannon,Consumer,CA,2078 Cozy Brook Village,95350,37.68267441,-121.0301971
18892,Watsonville,EE. UU.,Lacota,Diaz,Consumer,CA,4525 High Timber Pines,95076,37.05044556,-121.7598801
15248,Raleigh,EE. UU.,Cameron,Mcbride,Consumer,NC,2737 Pleasant Parade,27606,35.8121109,-78.59417725
20059,Simi Valley,EE. UU.,Jenna,Coleman,Consumer,CA,6231 Fallen Range,93065,34.27391052,-118.7662125
18980,York,EE. UU.,Tashya,Nixon,Consumer,PA,1056 Cotton Run,17402,39.95331574,-76.64919281
19771,Denver,EE. UU.,Marah,Bond,Consumer,CO,9016 Foggy Robin Expressway,80219,39.71098328,-105.0987396
18904,Moreno Valley,EE. UU.,Kellie,Douglas,Consumer,CA,9905 Fallen Butterfly Valley,92557,33.94717026,-117.253624
16213,Los Angeles,EE. UU.,Ivory,Gibbs,Consumer,CA,5480 Clear Branch Round,90024,34.06435013,-118.437088
19025,North Las Vegas,EE. UU.,Hiroko,Soto,Consumer,NV,3709 Green Cider Court,89030,36.19946671,-115.1088638
19993,Brooklyn,EE. UU.,Anjolie,Dodson,Consumer,NY,3043 Lost Cider Avenue,11213,40.66978836,-73.93567658
19903,Stockton,EE. UU.,Oprah,Acosta,Consumer,CA,7471 Easy Edge,95206,37.93848801,-121.2816391
16153,Lakewood,EE. UU.,Karina,Rush,Consumer,OH,7373 Cinder Edge,44107,41.54011536,-80.52366638
12062,Michigan City,EE. UU.,Nicholas,Smith,Consumer,IN,9539 Rocky Corner,46360,41.68772507,-86.94359589
7615,Las Cruces,EE. UU.,Howard,Smith,Consumer,NM,2211 Misty Road,88005,32.28392029,-106.7371521
2175,Austin,EE. UU.,Mary,Smith,Consumer,TX,1230 Gentle Isle,78704,30.2586937,-97.76625061
5650,Brooklyn,EE. UU.,Joseph,Hutchinson,Consumer,NY,8263 Rustic Common,11230,40.62810135,-73.96759033
11468,Medina,EE. UU.,Mary,Barton,Consumer,OH,4028 Rustic Point,44256,41.13750076,-81.83145905
8431,Hilliard,EE. UU.,Mary,Lopez,Consumer,OH,3544 Velvet Crescent,43026,40.0221138,-83.11051941
4235,Powder Springs,EE. UU.,Mary,Smith,Consumer,GA,9699 Honey Rise,30127,33.86013031,-84.68437958
2548,Hamilton,EE. UU.,Mary,Curtis,Consumer,OH,9414 Fallen Hickory Wood,45013,39.28759003,-84.69515228
7874,Dundalk,EE. UU.,Zachary,Smith,Consumer,MD,2299 Foggy Shadow Cape,21222,39.28316116,-76.4968338
12369,Spokane,EE. UU.,Mary,Martinez,Consumer,WA,6449 Merry Lagoon Drive,99205,47.71038818,-117.418541
6835,Wilkes Barre,EE. UU.,Robert,Singh,Consumer,PA,9552 Fallen Vale,18702,41.23545456,-75.86985779
10516,Buffalo,EE. UU.,Donald,Lyons,Consumer,NY,7353 Colonial Embers Lane,14215,42.94129181,-78.80055237
10359,Birmingham,EE. UU.,Sean,Castro,Consumer,AL,6595 Old Private,35215,33.62078095,-86.68096924
300,Plano,EE. UU.,Mary,Key,Consumer,TX,6630 Umber Dale View,75093,33.0400734,-96.8473053
11265,Waukegan,EE. UU.,Alexander,Harrell,Consumer,IL,7282 Wishing Log Boulevard,60085,42.01370239,-87.80236816
9200,Brooklyn,EE. UU.,Mary,Orozco,Consumer,NY,4393 Sleepy Sky Bend,11219,40.63466263,-73.99480438
9387,Valrico,EE. UU.,Mary,Hernandez,Consumer,FL,3996 Indian Lookout,33594,27.92110634,-82.23256683
1471,Costa Mesa,EE. UU.,Lori,Riley,Consumer,CA,9809 Amber Hills Farms,92627,33.64860153,-117.9180069
3320,Pompano Beach,EE. UU.,Mary,Smith,Consumer,FL,1744 Shady Dale,33068,26.21472931,-80.23004913
8879,Stockbridge,EE. UU.,Mary,Smith,Consumer,GA,8811 Foggy Anchor Limits,30281,33.54924011,-84.25650024
6908,Denver,EE. UU.,Grace,Wilson,Consumer,CO,5340 Quaking Panda Forest,80219,39.79357529,-104.9565887
3766,Garden Grove,EE. UU.,David,Chavez,Consumer,CA,3543 Crystal Bear Forest,92843,33.76652145,-117.9461899
9036,Brooklyn,EE. UU.,Mary,Chase,Consumer,NY,3446 Hazy Plaza,11221,40.69240189,-73.9262085
6142,Greensburg,EE. UU.,Andrew,Smith,Consumer,PA,5161 Old Grove Common,15601,40.3028183,-79.54406738
10293,Bronx,EE. UU.,Aaron,Jordan,Consumer,NY,197 Quaking Trail,10469,40.87459183,-73.8528595
9290,Hampton,EE. UU.,Mary,Hernandez,Consumer,VA,1626 Grand Heights,23666,37.09064484,-76.42490387
11886,Las Vegas,EE. UU.,Mary,Shields,Consumer,NV,5325 Lost Horse Mews,89123,36.08083344,-115.1725159
3289,Rialto,EE. UU.,Mary,Adkins,Consumer,CA,8399 Cotton Crossing,92376,34.1004982,-117.3561707
12334,Lancaster,EE. UU.,Michael,Robertson,Consumer,CA,469 Cinder Rabbit Mall ,93535,34.69681549,-118.122261
156,Los Angeles,EE. UU.,Mary,Smith,Consumer,CA,2291 Thunder Leaf Corners,90001,38.30553055,-122.2734375
9892,Louisville,EE. UU.,David,Norris,Consumer,KY,5561 Easy Turnabout,40214,38.1690979,-85.76470184
11110,Santa Ana,EE. UU.,Jean,Parker,Consumer,CA,5926 Blue Rabbit Wharf,92704,33.72488022,-117.903038
12068,Aurora,EE. UU.,Mary,Smith,Consumer,CO,4388 Shady Timber Valley,80012,39.63720322,-104.8287659
10817,Miami,EE. UU.,Mary,Warren,Consumer,FL,4546 Silver Goose Highlands,33177,25.81747246,-80.19565582
857,Houston,EE. UU.,Mary,Duran,Consumer,TX,4362 Quaking Manor,77083,31.49430466,-98.69984436
2908,Beloit,EE. UU.,Mary,Smith,Consumer,WI,2734 Hazy Butterfly Circle,53511,42.50544357,-89.04527283
11251,Daly City,EE. UU.,Pamela,Smith,Consumer,CA,4712 Burning Pioneer Point,94015,37.69598389,-122.4800415
6760,Oceanside,EE. UU.,Kathleen,Collins,Consumer,CA,9190 Dusty Limits,92054,34.01664734,-117.7035217
3280,Pawtucket,EE. UU.,Kathleen,Smith,Consumer,RI,4669 Rustic Apple Grounds,2860,41.86906815,-71.39208221
5952,Clearfield,EE. UU.,Jacob,Smith,Consumer,UT,263 Hazy Wharf,84015,41.09803391,-111.9948654
9437,Kent,EE. UU.,Jack,Tucker,Consumer,WA,9650 Foggy Nectar Heath,98031,47.39371109,-122.2228317
9405,Manchester,EE. UU.,Ashley,Smith,Consumer,CT,5712 Burning Nook,6040,42.93608093,-85.52552033
5723,Enfield,EE. UU.,Samantha,Howard,Consumer,CT,3908 Gentle End,6082,42.00019074,-72.59646606
6610,Buffalo,EE. UU.,Mary,Smith,Consumer,NY,8443 Merry Hickory Loop,14215,42.94129181,-78.80055237
11867,Chino,EE. UU.,Richard,Ward,Consumer,CA,6396 Iron Pony Passage,91710,34.01200485,-117.6659241
923,Norfolk,EE. UU.,Mary,Smith,Consumer,VA,9865 Blue Edge,23503,36.95009995,-76.24848938
1781,Napa,EE. UU.,Mary,Raymond,Consumer,CA,4741 Crystal Lake Pointe,94558,38.30201721,-122.1991196
4244,Glendale,EE. UU.,Mark,Hooper,Consumer,AZ,7802 Wishing Wood,85308,33.53820038,-112.2271423
4891,Philadelphia,EE. UU.,Richard,Smith,Consumer,PA,5293 Emerald Concession,19144,40.03124619,-75.18191528
6581,Virginia Beach,EE. UU.,Christian,Smith,Consumer,VA,8609 Golden Pathway,23455,36.91083145,-76.12958527
6632,Raleigh,EE. UU.,Jessica,Smith,Consumer,NC,3427 Iron Willow Villas,27610,35.78026962,-78.61565399
4112,Elyria,EE. UU.,Jonathan,Martin,Consumer,OH,9430 Heather Mountain Farms,44035,41.35387421,-82.21312714
5410,Pittsburg,EE. UU.,Mary,Davis,Consumer,CA,9404 Crystal Island Acres,94565,38.0260582,-121.8597946
9738,East Lansing,EE. UU.,Mary,Castillo,Consumer,MI,7887 Misty Grove Trail,48823,42.9221611,-84.01567841
6333,Memphis,EE. UU.,Ralph,Smith,Consumer,TN,3662 Round Barn Gate,38128,35.19882584,-89.90473938
9606,Granada Hills,EE. UU.,Patricia,Cooper,Consumer,CA,2452 Hazy Cloud Beach,91344,33.16834259,-117.3173981
6469,Bayonne,EE. UU.,Mary,Luna,Consumer,NJ,4103 Rocky View Harbour,7002,40.66480255,-74.11959076
11399,Redmond,EE. UU.,Mary,Martinez,Consumer,WA,7727 Indian Orchard,98052,47.67179108,-122.1336288
9622,Mission,EE. UU.,Roy,Smith,Consumer,TX,9100 Silent Spring Close,78572,29.33264732,-98.44306946
3803,San Francisco,EE. UU.,Mary,Salazar,Consumer,CA,5888 Burning Embers Farms,94109,37.79001999,-122.4195938
2522,York,EE. UU.,Edward,Dominguez,Consumer,PA,1108 Lost Campus,17404,39.96356964,-76.76670837
8635,Yonkers,EE. UU.,Stephen,Smith,Consumer,NY,6552 Noble Downs,10701,40.93209076,-73.89285278
4900,Miami,EE. UU.,James,Trevino,Consumer,FL,6754 Iron Elk Road,33157,25.58456993,-80.37361145
5037,Los Angeles,EE. UU.,Amber,Pearson,Consumer,CA,1819 Noble Ramp,90016,34.03234482,-118.3598175
9812,El Monte,EE. UU.,Eric,Green,Consumer,CA,4569 Thunder Park,91732,34.07189179,-118.0138855
7686,Brooklyn,EE. UU.,John,Smith,Consumer,NY,6876 Misty Treasure Village,11201,40.69200897,-73.9917984
4940,Brooklyn,EE. UU.,Marie,Snyder,Consumer,NY,6534 Red Carrefour,11221,40.69240189,-73.9262085
4880,Mission Viejo,EE. UU.,Carol,Banks,Consumer,CA,4761 Indian Mountain Plaza,92691,33.62104797,-117.6759186
